id,text,fact_expressions,query_expressions,answer_expressions,fact_spans,query_spans
5972,过双曲线$\frac{x^{2}}{16}-\frac{y^{2}}{12}=1$左焦点$F_{1}$的直线交双曲线的左支于$M$、$N$两点，$F_{2}$为其右焦点，则$|M F_{2}|+|N F_{2}|-|M N|$的值为?,"G: Hyperbola;Expression(G) = (x^2/16 - y^2/12 = 1);F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;H: Line;PointOnCurve(F1, H);M: Point;N: Point;Intersection(H, LeftPart(G)) = {M, N}","Abs(LineSegmentOf(M, F2)) + Abs(LineSegmentOf(N, F2)) - Abs(LineSegmentOf(M, N))",16,"[[[1, 41], [80, 81], [55, 58]], [[1, 41]], [[44, 51]], [[72, 79]], [[1, 51]], [[72, 84]], [[52, 54]], [[0, 54]], [[62, 65]], [[66, 69]], [[52, 71]]]","[[[86, 117]]]"
9397,已知$F_{1}$、$F_{2}$是椭圆$C$的两个焦点，$P$是$C$上的一点，若$P F_{1} \perp P F_{2}$，且$\angle P F_{2} F_{1}=60^{\circ}$，则$C$的离心率为?,"C: Ellipse;P: Point;F1: Point;F2: Point;Focus(C) = {F1, F2};PointOnCurve(P, C);IsPerpendicular(LineSegmentOf(P, F1), LineSegmentOf(P, F2));AngleOf(P, F2, F1) = ApplyUnit(60, degree)",Eccentricity(C),sqrt(3)-1,"[[[18, 23], [33, 36], [102, 105]], [[29, 32]], [[2, 9]], [[10, 17]], [[2, 28]], [[29, 40]], [[42, 65]], [[67, 100]]]","[[[102, 111]]]"
11046,$P$是双曲线$\frac{x^{2}}{9}-\frac{y^{2}}{16}=1$的右支上一点，$M$、$N$、分别是圆$(x+5)^{2}+y^{2}=4$和$(x-5)^{2}+y^{2}=1$上 的点，则|$PM$|-|$PN$|的最大值为?,"P: Point;PointOnCurve(P, RightPart(G)) = True;G: Hyperbola;Expression(G) = (x^2/9 - y^2/16 = 1);M: Point;C1: Circle;Expression(C1) = (y^2 + (x + 5)^2 = 4);PointOnCurve(M,C1) = True;N: Point;C2: Circle;Expression(C2) = (y^2 + (x - 5)^2 = 1);PointOnCurve(N,C2) = True","Max(Abs(LineSegmentOf(P,M)) - Abs(LineSegmentOf(P,N)))",9,"[[[0, 3]], [[0, 49]], [[4, 43]], [[4, 43]], [[50, 53]], [[61, 81]], [[61, 81]], [[50, 105]], [[54, 57]], [[82, 101]], [[82, 101]], [[50, 105]]]","[[[107, 126]]]"
10023,以抛物线$y^{2}=-6 x$的焦点为圆心，且与抛物线的准线相切的圆的方程是?,"G: Parabola;H: Circle;Expression(G) = (y^2 = -6*x);Focus(G) = Center(H);IsTangent(Directrix(G),H)",Expression(H),(x+3/2)^2+y^2=9,"[[[1, 16], [25, 28]], [[34, 35]], [[1, 16]], [[0, 35]], [[24, 35]]]","[[[34, 40]]]"
10036,"已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的离心率为$\sqrt{2}$，且过点$(3,1)$，则双曲线的焦距等于?","G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;Eccentricity(G) = sqrt(2);H: Point;Coordinate(H) = (3, 1);PointOnCurve(H, G)",FocalLength(G),8,"[[[2, 58], [86, 89]], [[2, 58]], [[5, 58]], [[5, 58]], [[5, 58]], [[5, 58]], [[2, 73]], [[76, 84]], [[76, 84]], [[2, 84]]]","[[[86, 95]]]"
1301,已知椭圆$C$: $\frac{x^{2}}{2}+y^{2}=1$，过右焦点的直线$l$: $y=x-1$与椭圆交于$A$、$B$两点，$O$为坐标原点，则$\triangle O A B$的面积为?,"C: Ellipse;l: Line;O: Origin;A: Point;B: Point;Expression(C) = (x^2/2 + y^2 = 1);Expression(l) = (y = x - 1);PointOnCurve(RightFocus(C),l);Intersection(l, C) = {A, B}","Area(TriangleOf(O, A, B))",2/3,"[[[2, 34], [55, 57]], [[40, 54]], [[69, 72]], [[59, 62]], [[63, 66]], [[2, 34]], [[40, 54]], [[2, 54]], [[40, 68]]]","[[[79, 101]]]"
879,"经过点$M(2,1)$作直线$l$交于双曲线$x^{2}-\frac{y^{2}}{2}=1$于$A$、$B$两点，且$M$为$A B$的中点，则直线$l$的斜率为?","M: Point;Coordinate(M) = (2, 1);l: Line;G: Hyperbola;Expression(G) = (x^2 - y^2/2 = 1);PointOnCurve(M, l);A: Point;B: Point;Intersection(l, G) = {A, B};MidPoint(LineSegmentOf(A, B)) = M",Slope(l),4,"[[[2, 11], [59, 62]], [[2, 11]], [[12, 17], [73, 78]], [[19, 47]], [[19, 47]], [[1, 17]], [[48, 51]], [[52, 55]], [[12, 57]], [[59, 71]]]","[[[73, 83]]]"
565,已知双曲线$C$:$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{4}=1$的焦距为$4 \sqrt{3}$，则$C$的离心率为?,C: Hyperbola;Expression(C) = (-y^2/4 + x^2/a^2 = 1);a: Number;FocalLength(C) = 4*sqrt(3),Eccentricity(C),sqrt(6)/2,"[[[2, 48], [66, 69]], [[2, 48]], [[9, 48]], [[2, 64]]]","[[[66, 75]]]"
7398,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的左，右顶点分别为$A$，$B$，点$F$为双曲线$C$的左焦点，过点$F$作垂直于$x$轴的直线与双曲线$C$交于点$P$，$ Q$，其中点$P$在第二象限，连接$P B$交$y$轴于点$E$，连接$A E$交$Q F$于点$M$，若$\overrightarrow{F M}=2 \overrightarrow{M Q}$，则双曲线$C$的离心率为?","C: Hyperbola;a: Number;b: Number;G: Line;P: Point;B: Point;A: Point;E: Point;Q: Point;F: Point;M: Point;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);LeftVertex(C) = A;RightVertex(C) = B ;LeftFocus(C) = F;PointOnCurve(F, G);IsPerpendicular(xAxis, G);Intersection(G, C) = {P, Q};Quadrant(P) = 2;Intersection(LineSegmentOf(P, B), yAxis) = E;Intersection(LineSegmentOf(A, E), LineSegmentOf(Q, F)) = M;VectorOf(F, M) = 2*VectorOf(M, Q)",Eccentricity(C),5,"[[[2, 63], [85, 91], [113, 119], [228, 234]], [[10, 63]], [[10, 63]], [[110, 112]], [[121, 125], [133, 137]], [[76, 79]], [[72, 75]], [[156, 160]], [[126, 130]], [[80, 84], [97, 101]], [[175, 179]], [[10, 63]], [[10, 63]], [[2, 63]], [[2, 79]], [[2, 79]], [[80, 95]], [[96, 112]], [[102, 112]], [[110, 130]], [[133, 142]], [[145, 160]], [[163, 179]], [[181, 226]]]","[[[228, 240]]]"
6694,"已知$\frac{2}{m}+\frac{1}{n}=1(m>0, n>0)$，则当$m n$取得最小值时，双曲线$\frac{x^{2}}{m^{2}}-\frac{y^{2}}{n^{2}}=1$的渐近线方程为?",C: Curve;Expression(C) = (2/m + 1/n = 1);m: Number;n: Number;m > 0;n > 0;WhenMin(m*n);G: Hyperbola;Expression(G) = (-y^2/n^2 + x^2/m^2 = 1),Expression(Asymptote(G)),y=pm*x/2,"[[[2, 39]], [[2, 39]], [[2, 39]], [[2, 39]], [[2, 39]], [[2, 39]], [[41, 53]], [[54, 100]], [[54, 100]]]","[[[54, 108]]]"
8214,椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$的离心率为$\frac{\sqrt{2}}{2}$，若直线$y=k x$与其一个交点的横坐标为$b$，则$k$的值为?,"G: Ellipse;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;H: Line;k: Number;a > b;b > 0;Expression(H) = (y = k*x);Eccentricity(G) = sqrt(2)/2;XCoordinate(OneOf(Intersection(H,G)))=b",k,pm*sqrt(2)/2,"[[[0, 52], [89, 90]], [[0, 52]], [[99, 102]], [[2, 52]], [[79, 88]], [[104, 107]], [[2, 52]], [[2, 52]], [[79, 88]], [[0, 77]], [[79, 102]]]","[[[104, 111]]]"
4886,设$F$为抛物线$y^{2}=6 x$的焦点，$A$、$B$、$C$为该抛物线上三点.若$\overrightarrow{F A}+\overrightarrow{F B}=-\overrightarrow{F C}$，则 $|\overrightarrow{F A}|+| \overrightarrow{F B}|+| \overrightarrow{F C} |$=?,"G: Parabola;Expression(G) = (y^2 = 6*x);F: Point;Focus(G) = F;A: Point;B: Point;C: Point;PointOnCurve(A, G) = True;PointOnCurve(B, G) = True;PointOnCurve(C, G) = True;VectorOf(F, A) + VectorOf(F, B) = -VectorOf(F, C)","Abs(VectorOf(F,A))+Abs(VectorOf(F,B))+Abs(VectorOf(F,C))",9,"[[[5, 19], [36, 39]], [[5, 19]], [[1, 4]], [[1, 22]], [[23, 26]], [[27, 30]], [[31, 34]], [[23, 42]], [[23, 42]], [[23, 42]], [[44, 109]]]","[[[111, 187]]]"
3909,"已知$F$是椭圆$5 x^{2}+9 y^{2}=45$的左焦点，$P$是此椭圆上的动点，$A(1,1)$是一定点，则$|P A|+|P F|$的最大值是?","G: Ellipse;A: Point;P: Point;F: Point;Expression(G) = (5*x^2 + 9*y^2 = 45);Coordinate(A) = (1, 1);LeftFocus(G) = F;PointOnCurve(P, G)","Max(Abs(LineSegmentOf(P, A)) + Abs(LineSegmentOf(P, F)))",6+sqrt(2),"[[[6, 28], [38, 40]], [[45, 53]], [[33, 36]], [[2, 5]], [[6, 28]], [[45, 53]], [[2, 32]], [[33, 44]]]","[[[59, 78]]]"
12728,"与双曲线$\frac{x^{2}}{4}-\frac{y^{2}}{2}=1$有相同的焦点，且过点$Q(2,1)$的圆锥曲线方程为?","G: Hyperbola;Expression(G) = (x^2/4 - y^2/2 = 1);Focus(G) = Focus(H);Q: Point;Coordinate(Q) = (2, 1);PointOnCurve(Q, H) = True;H: ConicSection",Expression(H),"{(x^2/8+y^2/2=1),(x^2/3-y^2/3=1)}","[[[1, 39]], [[1, 39]], [[0, 62]], [[48, 57]], [[48, 57]], [[47, 62]], [[58, 62]]]","[[[58, 66]]]"
4716,已知椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$的左、右焦点分别为$F_{1}$、$F_{2}$、$P$为椭圆上一点，满足$(\overrightarrow{O F_{1}}-\overrightarrow{O P}) \cdot(\overrightarrow{O F_{1}}+\overrightarrow{O P})=0$（$O$为坐标原点）. 若$|P F_{1}|=2|P F_{2}|$，则椭圆的离心率为?,"G: Ellipse;b: Number;a: Number;O: Origin;F1: Point;P: Point;F2: Point;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);DotProduct((VectorOf(O, F1) - VectorOf(O, P)), (VectorOf(O, F1) + VectorOf(O, P))) = 0;Abs(LineSegmentOf(P, F1)) = 2*Abs(LineSegmentOf(P, F2));LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(P, G)",Eccentricity(G),sqrt(5)/3,"[[[2, 54], [83, 85], [232, 234]], [[4, 54]], [[4, 54]], [[196, 199]], [[63, 70]], [[79, 82]], [[71, 78]], [[4, 54]], [[4, 54]], [[2, 54]], [[91, 195]], [[208, 230]], [[2, 78]], [[2, 78]], [[79, 88]]]","[[[232, 240]]]"
12274,"设点$F_{1}$ , $F_{2}$为双曲线$C$: $x^{2}-\frac{y^{2}}{3}=1$的左、右焦点，$P$为$C$上一点，若$\triangle PF_{1} F_{2}$的面积为$6$，则$\overrightarrow{P F_{1}} \cdot \overrightarrow{P F_{2}}$=?","C: Hyperbola;P: Point;F1: Point;F2: Point;Expression(C) = (x^2 - y^2/3 = 1);LeftFocus(C)=F1;RightFocus(C)=F2;PointOnCurve(P, C);Area(TriangleOf(P, F1, F2)) = 6","DotProduct(VectorOf(P, F1), VectorOf(P, F2))",9,"[[[20, 53], [64, 67]], [[60, 63]], [[1, 10]], [[12, 19]], [[20, 53]], [[1, 59]], [[1, 59]], [[60, 70]], [[72, 103]]]","[[[105, 164]]]"
3492,双曲线$\frac{x^{2}}{16}-\frac{y^{2}}{9}=1$上有点$P$、$F_{1}$、$F_{2}$是双曲线的焦点，且$\angle F_{1} P F_{2}=\frac{\pi}{3}$，则$\triangle F_{1} P F_{2}$的面积是?,"G: Hyperbola;F1: Point;P: Point;F2: Point;Expression(G) = (x^2/16 - y^2/9 = 1);PointOnCurve(P,G);Focus(G)={F1,F2};AngleOf(F1, P, F2) = pi/3","Area(TriangleOf(F1, P, F2))",9*sqrt(3),"[[[0, 39], [62, 65]], [[46, 53]], [[41, 45]], [[54, 61]], [[0, 39]], [[0, 45]], [[46, 68]], [[70, 106]]]","[[[108, 138]]]"
6292,已知椭圆的中心在原点，焦点在$x$轴上，如果直线$l$: $3 x-2 y=0$与椭圆的交点在$x$轴上的射影恰为椭圆的焦点，则椭圆的离心率等于?,"l: Line;G: Ellipse;O: Origin;Expression(l) = (3*x - 2*y=0);Center(G) = O;PointOnCurve(Focus(G), xAxis);Projection(Intersection(l, G), xAxis) = Focus(G)",Eccentricity(G),1/2,"[[[22, 40]], [[2, 4], [41, 43], [57, 59], [64, 66]], [[8, 10]], [[22, 40]], [[2, 10]], [[2, 19]], [[22, 62]]]","[[[64, 73]]]"
1403,"已知动圆$M$过定点$A(-3,0)$，并且内切于定圆$B$:$(x-3)^{2}+y^{2}=64$，则动圆圆心$M$的轨迹方程?","M: Circle;A: Point;B:Circle;Coordinate(A) = (-3, 0);PointOnCurve(A, M);IsInTangent(M,B);Expression(B)=((x-3)^2+y^2=64);M1:Point;Center(M)=M1",LocusEquation(M1),x^2/16+y^2/7=1,"[[[4, 7], [53, 55]], [[10, 19]], [[27, 51]], [[10, 19]], [[4, 19]], [[4, 51]], [[27, 51]], [[57, 60]], [[53, 60]]]","[[[57, 66]]]"
2992,已知点$N$为抛物线$y^{2}=-4 x$上一动点，点$M$为圆$O^{\prime}$:$(x-1)^{2}+(y-2)^{2}=1$上的动点，记动点$N$到$y$轴距离为$m$，则$m+|M N|$的最小值为?,"G: Parabola;O1: Circle;M: Point;N: Point;m: Number;Expression(G) = (y^2 = -4*x);PointOnCurve(N, G);Expression(O1) = ((x - 1)^2 + (y - 2)^2 = 1);PointOnCurve(M, O1);Distance(N, yAxis) = m","Min(m + Abs(LineSegmentOf(M, N)))",2*sqrt(2) - 2,"[[[7, 22]], [[32, 69]], [[27, 31]], [[2, 6], [77, 80]], [[88, 91]], [[7, 22]], [[2, 26]], [[32, 69]], [[27, 73]], [[77, 91]]]","[[[93, 108]]]"
13638,"已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0 , b>0)$的一条渐近线方程是$y=\sqrt{3} x$，它的一个焦点与抛物线$y^{2}=16 x$的焦点相同，则双曲线的方程是?",G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;Expression(OneOf(Asymptote(G))) = (y = sqrt(3)*x);H: Parabola;Expression(H) = (y^2 = 16*x);OneOf(Focus(G)) = Focus(H),Expression(G),x^2/4-y^2/12=1,"[[[2, 59], [83, 84], [112, 115]], [[2, 59]], [[5, 59]], [[5, 59]], [[5, 59]], [[5, 59]], [[2, 82]], [[90, 105]], [[90, 105]], [[83, 110]]]","[[[112, 120]]]"
9660,椭圆$E$: $\frac{x^{2}}{4}+\frac{y^{2}}{3}=1$的右顶点为$B$，过$E$的右焦点作斜率为$1$的直线$L$与$E$交于$M$、$N$两点，则$\triangle M B N$的面积为?,"E: Ellipse;Expression(E) = (x^2/4 + y^2/3 = 1);B: Point;RightVertex(E) = B;PointOnCurve(RightFocus(E), L) = True;Slope(L) = 1;L: Line;M: Point;N: Point;Intersection(L, E) = {M, N}","Area(TriangleOf(M,B,N))",6*sqrt(2)/7,"[[[0, 42], [73, 76], [52, 55]], [[0, 42]], [[47, 50]], [[0, 50]], [[51, 72]], [[60, 72]], [[67, 72]], [[78, 81]], [[82, 85]], [[67, 87]]]","[[[89, 111]]]"
11782,已知点$P$是抛物线$y^{2}=4$上的点，设点$P$到抛物线准线的距离为$d_{1}$到圆$(x+3)^{2}+(y-3)^{2}=1$上的一动点$Q$的距离为$d_{2}$，则$d_{1}+d_{2}$的最小值是?,"P: Point;G: Parabola;Expression(G) = (y^2 = 4);PointOnCurve(P, G);d1: Number;d2: Number;Distance(P, Directrix(G)) = d1;Distance(P, Q) = d2;H: Circle;Expression(H) = ((x + 3)^2 + (y - 3)^2 = 1);Q: Point;PointOnCurve(Q, H)",Min(d1+ d2),4,"[[[2, 6], [24, 28]], [[7, 19], [29, 32]], [[7, 19]], [[2, 22]], [[38, 45]], [[82, 89]], [[24, 45]], [[24, 89]], [[46, 70]], [[46, 70]], [[75, 78]], [[46, 78]]]","[[[91, 110]]]"
12820,"已知$A$、$B$是抛物线$x^{2}=4 y$上的两点，线段$A B$的中点为$M(2 , 2)$，则$|A B |$等于?","G: Parabola;B: Point;A: Point;M: Point;Expression(G) = (x^2 = 4*y);Coordinate(M) = (2, 2);PointOnCurve(A, G);PointOnCurve(B, G);MidPoint(LineSegmentOf(A,B)) = M","Abs(LineSegmentOf(A, B))",4*sqrt(2),"[[[10, 24]], [[6, 9]], [[2, 5]], [[40, 50]], [[10, 24]], [[40, 50]], [[2, 28]], [[2, 28]], [[29, 50]]]","[[[52, 63]]]"
9086,已知$P$是双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{9}=1(a>0)$右支上的一点，双曲线的一条渐近线方程为$3 x-y=0$，设$F_{1}$、$F_{2}$分别为双曲线的左、右焦点.若$|P F_{2}|=3$，则$|P F_{1}|$=?,"G: Hyperbola;Expression(G) = (-y^2/9 + x^2/a^2 = 1);a: Number;a>0;P: Point;PointOnCurve(P, RightPart(G));F1: Point;LeftFocus(G)=F1;F2: Point;RightFocus(G)=F2;Expression(OneOf(Asymptote(G)))= (3*x - y = 0);Abs(LineSegmentOf(P, F2)) = 3","Abs(LineSegmentOf(P, F1))",5,"[[[6, 53], [60, 63], [101, 104]], [[6, 53]], [[9, 53]], [[9, 53]], [[2, 5]], [[2, 59]], [[83, 90]], [[83, 110]], [[91, 98]], [[83, 110]], [[60, 81]], [[112, 125]]]","[[[127, 140]]]"
1296,曲线$\frac{x^{2}}{25-k}+\frac{y^{2}}{k-9}=1$是焦点在$x$轴上的椭圆，则$k$的范围是?,"H:Ellipse;k: Number;Expression(G) = (x^2/(25 - k) + y^2/(k - 9) = 1);PointOnCurve(Focus(H),xAxis);H = G;G: Curve",Range(k),"(9,17)","[[[52, 54]], [[56, 59]], [[0, 54]], [[43, 54]], [0, 51], [0, 39]]","[[[56, 64]]]"
8895,已知$F_{1}$、$F_{2}$分别是椭圆$\frac{x^{2}}{4}+y^{2}=1$的两焦点，点$P$是该椭圆上一动点，则$\overrightarrow{P F_{1}} \cdot \overrightarrow{P F_{2}} \in$?,"G: Ellipse;P: Point;F1: Point;F2: Point;Expression(G) = (x^2/4 + y^2 = 1);Focus(G) = {F1, F2};PointOnCurve(P, G)","Range(DotProduct(VectorOf(P,F1),VectorOf(P,F2)))","[-2,1]","[[[20, 47], [58, 60]], [[52, 56]], [[2, 9]], [[10, 17]], [[20, 47]], [[2, 51]], [[52, 64]]]","[[[66, 128]]]"
8912,设抛物线$y^{2}=x$的焦点为$F$，点$M$在抛物线上，线段$M F$的延长线与直线$x=-\frac{1}{4}$交于点$N$，则$\frac{1}{|M F|}+\frac{1}{|N F|}$的值为?,"G: Parabola;H: Line;F: Point;M: Point;N: Point;Expression(G) = (y^2 = x);Expression(H) = (x = -1/4);Focus(G) = F;PointOnCurve(M, G);Intersection(OverlappingLine(LineSegmentOf(M, F)), H) = N","1/Abs(LineSegmentOf(N, F)) + 1/Abs(LineSegmentOf(M, F))",2,"[[[1, 13], [26, 29]], [[43, 61]], [[17, 20]], [[21, 25]], [[63, 67]], [[1, 13]], [[43, 61]], [[1, 20]], [[21, 30]], [[31, 67]]]","[[[69, 106]]]"
6770,"已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>b>0)$的左右焦点分别为$F_{1}$、$F_{2}$，双曲线上一点$P$满足$P F_{2} \perp x$轴. 若$|F_{1} F_{2}|=12$,$|P F_{2}|=5$，则该双曲线的离心率为?","G: Hyperbola;b: Number;a: Number;P: Point;F2: Point;F1: Point;a > b;b > 0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(P,G);IsPerpendicular(LineSegmentOf(P,F2),xAxis);Abs(LineSegmentOf(F1,F2)) = 12;Abs(LineSegmentOf(P,F2)) = 5",Eccentricity(G),3/2,"[[[2, 55], [79, 82], [146, 149]], [[5, 55]], [[5, 55]], [[85, 88]], [[71, 78]], [[63, 70]], [[5, 55]], [[5, 55]], [[2, 55]], [[2, 78]], [[2, 78]], [[79, 88]], [[90, 108]], [[111, 129]], [[130, 143]]]","[[[146, 155]]]"
12972,"求与$\frac{x^{2}}{5}+\frac{y^{2}}{4}=1$有相同的离心率且过点$( \sqrt{5}, 2)$的椭圆方程?","C: Curve;Expression(C) = (x^2/5 + y^2/4 = 1);G: Ellipse;Eccentricity(C) = Eccentricity(G);H: Point;Coordinate(H) = (sqrt(5), 2);PointOnCurve(H, G) = True",Expression(G),"{(x^2/10+y^2/8=1),(41*y^2/4+41*x^2/5=1)}","[[[2, 37]], [[2, 37]], [[64, 66]], [[1, 66]], [[46, 63]], [[46, 63]], [[45, 66]]]","[[[64, 69]]]"
6404,"已知抛物线$\Gamma$: $x^{2}=2 y$，过点$A(0,-2)$和$B(t, 0)$的直线与抛物线没有公共点，则实数$t$的取值范围是?","Gamma:Parabola;H: Line;A: Point;B: Point;t: Real;Expression(Gamma) = (x^2=2*y);Coordinate(A) = (0,-2);Coordinate(B) = (t, 0);PointOnCurve(A,H);PointOnCurve(B,H);NumIntersection(H,Gamma)=0",Range(t),"(-oo,-1)+(1,+oo)","[[[2, 26], [52, 55]], [[49, 51]], [[28, 38]], [[39, 48]], [[62, 67]], [[2, 26]], [[28, 38]], [[39, 48]], [[27, 51]], [[27, 51]], [[49, 60]]]","[[[62, 74]]]"
4420,已知双曲线$C$的焦点在坐标轴上，中心为坐标原点，其渐近线方程为$y=\pm 2 x$，则该双曲线$C$的离心率为?,"C: Hyperbola;O: Origin;Expression(Asymptote(C)) = (y = pm*2*x);PointOnCurve(Focus(C),axis);Center(C)=O",Eccentricity(C),"{sqrt(5),sqrt(5)/2}","[[[2, 8], [25, 26], [46, 52]], [[20, 24]], [[25, 43]], [[2, 16]], [[2, 24]]]","[[[46, 58]]]"
11311,"已知抛物线$y^{2}=4 x$, 过焦点$F$的弦与抛物线交于$A$、$B$两点，过$A$、$B$分别作$y$轴垂线，垂足分别为$C$、$D$，则$|AB|+|BD|$的最小值是?","G: Parabola;A: Point;B: Point;D: Point;C: Point;L1:Line;L2:Line;H:LineSegment;Expression(G) = (y^2 = 4*x);Focus(G)=F;PointOnCurve(F,H);Intersection(H,G)={A,B};PointOnCurve(A,L1);PointOnCurve(B,L2);IsPerpendicular(L1,yAxis);IsPerpendicular(L2,yAxis);FootPoint(L1,yAxis)=C;FootPoint(L2,yAxis)=D;IsChordOf(H,G);F:Point","Min(Abs(LineSegmentOf(A, B)) + Abs(LineSegmentOf(B, D)))",2,"[[[2, 16], [27, 30]], [[32, 35], [43, 46]], [[36, 39], [47, 50]], [[69, 72]], [[65, 68]], [], [], [], [[2, 16]], [[2, 24]], [[18, 26]], [[18, 41]], [[42, 59]], [[42, 59]], [[42, 59]], [[42, 59]], [[42, 72]], [[42, 72]], [[2, 26]], [[21, 24]]]","[[[74, 91]]]"
8275,"已知双曲线$2 x^{2}-y^{2}=2$，则以点$A(2,3)$为中点的双曲线的弦所在的直线方程为?","G: Hyperbola;H: LineSegment;A: Point;Expression(G) = (2*x^2 - y^2 = 2);Coordinate(A) = (2, 3);IsChordOf(H,G);MidPoint(H)=A",Expression(OverlappingLine(H)),4*x-3*y+1=0,"[[[2, 22], [38, 41]], [], [[25, 34]], [[2, 22]], [[25, 34]], [[38, 43]], [[24, 43]]]","[[[38, 52]]]"
1353,点$P$在椭圆$C_{1}$: $\frac{x^{2}}{4}+\frac{y^{2}}{3}=1$上，$C_{1}$的右焦点为$F$，点$Q$在圆$C_{2}$: $x^{2}+y^{2}+6 x-8 y+21=0$上，则$|P Q|-|P F|$的最小值为?,"C1: Ellipse;Expression(C1) = (x^2/4 + y^2/3 = 1);P: Point;PointOnCurve(P, C1);F: Point;RightFocus(C1) = F;C2: Circle;Expression(C2) = (-8*y + 6*x + x^2 + y^2 + 21 = 0);Q: Point;PointOnCurve(Q, C2)","Min(-Abs(LineSegmentOf(P, F)) + Abs(LineSegmentOf(P, Q)))",2*sqrt(5)-6,"[[[5, 51], [53, 60]], [[5, 51]], [[0, 4]], [[0, 52]], [[65, 68]], [[53, 68]], [[74, 110]], [[74, 110]], [[69, 73]], [[69, 111]]]","[[[113, 132]]]"
1903,设$P$是椭圆$\frac{x^{2}}{4^{2}}+\frac{y^{2}}{3^{2}}=1$上的动点，则$P$到该椭圆的两焦点距离之和为?,"G: Ellipse;P: Point;Expression(G) = (x^2/4^2 + y^2/3^2 = 1);PointOnCurve(P, G);F1: Point;F2: Point;Focus(G) = {F1, F2}","Distance(P, F1) + Distance(P, F2)",8,"[[[5, 50], [61, 63]], [[1, 4], [56, 59]], [[5, 50]], [[1, 54]], [], [], [[61, 67]]]","[[[56, 73]]]"
7847,"双曲线$\frac{x^{2}}{16}-\frac{y^{2}}{9}=1$上一点$A$到点$(5,0)$的距离为$15$，则点$A$到点$(-5,0)$的距离为?","G: Hyperbola;H: Point;I: Point;A: Point;Expression(G) = (x^2/16 - y^2/9 = 1);Coordinate(H) = (5, 0);Coordinate(I) = (-5, 0);PointOnCurve(A, G);Distance(A, H) = 15","Distance(A, I)","7, 23","[[[0, 39]], [[46, 54]], [[69, 78]], [[42, 45], [64, 68]], [[0, 39]], [[46, 54]], [[69, 78]], [[0, 45]], [[42, 62]]]","[[[64, 83]]]"
6322,双曲线$9 x^{2}-4 y^{2}=-36$的渐近线方程是?,G: Hyperbola;Expression(G) = (9*x^2 - 4*y^2 = -36),Expression(Asymptote(G)),y=pm*(3/2)*x,"[[[0, 24]], [[0, 24]]]","[[[0, 32]]]"
7285,"已知过点$(2, \sqrt{3})$的双曲线$E$与双曲线$C$: $\frac{x^{2}}{4}-y^{2}=1$的渐近线相同，则双曲线$E$的方程是?","H: Point;Coordinate(H) = (2, sqrt(3));E: Hyperbola;PointOnCurve(H, E);C: Hyperbola;Expression(C) = (x^2/4-y^2=1);Asymptote(E) = Asymptote(C)",Expression(E),y^2/2-x^2/8=1,"[[[3, 19]], [[3, 19]], [[20, 26], [68, 74]], [[2, 26]], [[27, 60]], [[27, 60]], [[20, 66]]]","[[[68, 79]]]"
1643,如果双曲线$\frac{x^{2}}{4}-\frac{y^{2}}{5}=1$右支上一点$P$到双曲线右焦点的距离是$1$，那么点$P$到$y$轴的距离是?,"G: Hyperbola;P: Point;Expression(G) = (x^2/4 - y^2/5 = 1);PointOnCurve(P,RightPart(G));Distance(P,RightFocus(G)) = 1","Distance(P, yAxis)",2,"[[[2, 40], [49, 52]], [[45, 48], [65, 69]], [[2, 40]], [[2, 48]], [[45, 62]]]","[[[65, 79]]]"
